DATAFLOW,LAST UPDATE,freq,unit,hhtyp,incgrp,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2012,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2013,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2014,0.2,b,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2015,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2016,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2017,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2018,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2019,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Switzerland,2020,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2005,0.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2006,0.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2007,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2008,0.5,b,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2009,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2010,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2011,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2012,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2013,0.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2014,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2015,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2016,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2017,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2018,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2019,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Cyprus,2020,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2005,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2006,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2007,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2008,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2009,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2010,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2011,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2012,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2013,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2014,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2015,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2016,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2017,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2018,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2019,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Czechia,2020,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2005,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2006,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2007,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2008,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2009,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2010,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2011,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2012,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2013,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2014,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2015,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2016,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2017,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2018,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2019,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Germany,2020,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2003,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2004,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2005,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2006,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2007,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2008,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2009,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2010,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2011,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2012,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2013,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2014,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2015,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2016,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2017,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2018,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2019,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Denmark,2020,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2005,0.6,e,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2006,0.6,e,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2007,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2008,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2009,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2010,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2011,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2012,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2013,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2014,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2015,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2016,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2017,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2018,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2019,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Euro area - 19 countries  (2015-2022),2020,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2004,12.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2005,11.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2006,10.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2007,9.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2008,7.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2009,6.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2010,6.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2011,5.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2012,5.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2013,4.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2014,4.0,b,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2015,3.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2016,3.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2017,3.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2018,2.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2019,2.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Estonia,2020,1.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2003,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2004,0.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2005,0.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2006,0.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2007,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2008,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2009,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2010,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2011,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2012,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2013,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2014,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Greece,2015,0.3,,
