DATAFLOW,LAST UPDATE,freq,watpol,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Austria,2021,22.28,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Austria,2022,21.36,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2000,27.91,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2001,26.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2002,26.96,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2003,27.90,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2004,27.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2005,30.25,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2006,32.37,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2007,31.36,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2008,32.73,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2009,31.01,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2010,30.19,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2011,29.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2012,29.87,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2013,28.50,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2014,28.22,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2015,27.90,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2016,30.34,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2017,29.38,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2018,28.63,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2019,28.25,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2020,27.90,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2021,28.64,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Belgium,2022,28.64,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2000,29.52,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2001,26.73,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2002,24.10,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2003,26.11,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2004,23.57,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2005,24.34,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2006,25.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2007,26.00,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2008,25.82,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2009,27.18,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2010,25.13,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2011,25.09,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2012,28.05,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2013,28.31,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2014,26.23,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2015,31.26,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2016,32.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2017,29.68,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2018,29.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2019,29.56,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2020,30.56,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2021,31.36,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,2022,34.89,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2000,15.72,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2001,15.72,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2002,15.71,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2003,15.50,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2004,16.69,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2005,16.37,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2006,17.09,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2007,16.50,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2008,15.86,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2009,15.80,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2010,15.69,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2011,15.26,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2012,15.13,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2013,16.14,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2014,15.23,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2015,14.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2016,14.70,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2017,13.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2018,13.91,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2019,14.27,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2020,14.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2021,15.27,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,2022,14.53,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2000,14.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2001,16.08,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2002,12.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2003,18.91,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2004,22.18,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2005,27.68,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2006,30.14,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2007,38.25,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2008,37.05,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2009,41.58,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2010,47.38,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2011,39.14,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2012,41.16,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2013,43.57,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2014,62.50,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2015,70.48,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2016,97.64,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2017,51.85,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2018,55.27,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2019,48.84,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2020,7.84,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2021,7.84,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,2022,7.84,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2000,23.34,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2001,21.07,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2002,19.77,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2003,20.06,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2004,19.64,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2005,20.22,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2006,20.45,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2007,20.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2008,19.13,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2009,18.48,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2010,19.50,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2011,18.99,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2012,19.00,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2013,18.48,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2014,18.44,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2015,17.95,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2016,18.84,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2017,18.42,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2018,17.99,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2019,17.68,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2020,18.69,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2021,18.44,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Czechia,2022,18.61,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2000,24.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2001,25.20,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2002,24.85,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2003,24.41,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2004,24.68,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2005,24.83,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2006,23.68,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2007,22.85,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2008,24.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2009,23.96,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2010,24.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2011,23.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2012,23.84,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2013,24.82,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2014,25.81,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2015,26.80,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2016,27.78,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2017,27.07,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2018,26.90,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2019,26.17,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2020,24.87,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2021,24.03,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Germany,2022,23.74,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2000,51.52,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2001,53.35,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2002,47.61,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2003,43.52,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2004,41.69,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2005,39.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2006,36.29,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2007,38.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2008,40.59,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2009,36.95,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2010,40.38,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2011,38.95,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2012,46.43,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2013,40.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2014,41.32,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2015,31.57,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2016,14.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2017,15.45,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2018,28.02,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2019,15.95,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2020,28.11,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2021,15.06,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Denmark,2022,26.73,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2000,7.08,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2001,5.39,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2002,4.45,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2003,5.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2004,2.56,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2005,4.74,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2006,5.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2007,5.98,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2008,9.66,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2009,8.07,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2010,6.52,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2011,7.59,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2012,9.53,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2013,7.81,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2014,7.02,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2015,8.38,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2016,8.51,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2017,8.02,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2018,8.04,,
