DATAFLOW,LAST UPDATE,freq,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2016,95.008,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2017,99.885,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2018,97.607,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2019,96.661,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2020,97.807,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2021,99.412,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2022,99.905,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Austria,2023,102.015,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2014,17.258,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2015,17.839,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2016,14.941,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2017,17.657,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2018,14.883,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2019,19.768,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2020,15.417,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2021,19.305,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bosnia and Herzegovina,2022,11.670,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2000,91.241,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2001,106.811,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2002,86.283,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2003,97.556,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2004,101.497,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2005,101.346,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2006,95.975,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2007,96.399,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2008,106.420,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2009,82.701,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2010,97.539,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2011,100.837,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2012,94.278,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2013,93.942,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2014,99.292,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2015,95.730,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2016,93.824,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2017,94.644,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2018,103.763,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2019,101.770,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2020,102.120,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2021,92.639,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2022,99.462,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Belgium,2023,102.458,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2000,35.200,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2001,35.837,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2002,38.013,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2003,35.698,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2004,40.703,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2005,36.878,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2006,35.207,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2007,38.844,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2008,42.952,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2009,27.193,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2010,24.504,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2011,24.457,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2012,21.497,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2013,16.327,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2014,14.644,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2015,11.220,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2016,9.773,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2017,9.362,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2018,10.409,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2019,7.471,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2020,9.608,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2021,10.445,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2022,11.572,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Bulgaria,2023,5.196,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2000,102.041,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2001,111.321,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2002,124.528,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2003,96.226,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2004,68.521,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2005,121.080,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2006,116.613,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2007,67.468,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2008,102.489,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2009,123.607,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2010,65.640,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2011,1.659,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2012,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2013,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2014,125.002,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2015,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2016,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2017,326.409,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2018,97.544,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2019,117.226,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2020,105.385,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2021,97.596,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2022,147.327,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Cyprus,2023,41.899,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2000,-21.976,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2001,-21.031,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2002,-17.330,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2003,-15.995,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2004,-13.844,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2005,-16.210,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2006,-16.349,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2007,-14.880,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2008,-15.609,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2009,-19.578,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2010,-15.256,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2011,-11.301,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2012,-12.265,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2013,-9.915,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2014,-4.517,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2015,-1.823,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2016,-1.322,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2017,2.999,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2018,5.826,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2019,8.627,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2020,12.791,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2021,13.909,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2022,14.103,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Czechia,2023,14.871,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2000,25.567,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2001,29.897,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2002,29.110,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2003,29.438,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2004,32.570,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2005,31.741,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2006,37.988,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2007,37.027,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2008,38.281,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2009,35.425,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2010,40.012,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2011,41.563,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2012,40.188,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2013,44.468,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2014,44.761,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2015,45.422,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2016,49.609,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2017,45.297,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2018,42.117,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2019,47.245,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2020,44.062,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2021,47.788,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2022,50.352,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Germany,2023,49.192,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2000,94.921,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2001,96.575,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2002,88.376,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2003,98.258,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2004,101.382,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2005,94.385,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2006,93.605,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2007,100.345,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2008,108.459,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2009,97.989,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2010,69.377,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2011,110.953,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2012,93.645,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2013,90.766,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2014,104.917,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2015,84.984,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2016,83.739,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2017,117.695,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2018,100.398,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2019,145.324,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2020,67.402,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2021,10.942,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2022,105.516,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Denmark,2023,108.408,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2000,52.459,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2001,54.238,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2002,54.377,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2003,54.940,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2004,58.483,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2005,58.132,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2006,61.205,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2007,59.223,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2008,63.222,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2009,58.195,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2010,60.782,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2011,61.331,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2012,60.708,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2013,61.440,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Euro area – 20 countries (from 2023),2014,63.458,,
