DATAFLOW,LAST UPDATE,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Austria,2019,1.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Austria,2020,1.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Austria,2021,1.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Austria,2022,2.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Austria,2023,3.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2003,4.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2004,5.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2005,11.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2006,11.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2007,11.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2008,4.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2009,3.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2010,3.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2011,4.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2012,4.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2013,3.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2014,3.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2015,3.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2016,2.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2017,3.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2018,2.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2019,2.3,b,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2020,2.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2021,2.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2022,4.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2023,4.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Belgium,2024,3.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2005,67.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2006,67.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2007,63.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2008,62.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2009,59.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2010,62.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2011,39.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2012,40.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2013,38.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2014,33.4,b,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2015,31.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2016,32.5,b,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2017,29.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2018,27.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2019,23.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2020,20.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2021,18.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2022,16.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2023,15.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Bulgaria,2024,13.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2007,6.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2008,6.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2009,7.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2010,6.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2011,0.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2012,0.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2013,0.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2014,0.3,b,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2015,0.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2016,0.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2017,0.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2018,0.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2019,0.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2020,0.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2021,0.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2022,0.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Switzerland,2023,0.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2005,30.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2006,29.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2007,29.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2008,25.7,b,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2009,18.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2010,25.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2011,23.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2012,27.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2013,26.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2014,24.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2015,24.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2016,19.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2017,18.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2018,17.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2019,16.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2020,17.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2021,14.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2022,14.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2023,12.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2005,8.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2006,7.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2007,5.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2008,5.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2009,4.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2010,4.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2011,5.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2012,5.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2013,5.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2014,5.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2015,4.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2016,2.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2017,2.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2018,2.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2019,2.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2020,1.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2021,1.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2022,2.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2023,5.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2005,3.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2006,4.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2007,3.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2008,3.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2009,3.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2010,3.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2011,3.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2012,2.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2013,3.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2014,3.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2015,2.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2016,2.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2017,2.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2018,1.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2019,1.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2020,5.3,b,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2021,2.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2022,5.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2023,7.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2024,5.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2003,9.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2004,9.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2005,8.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2006,8.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2007,9.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2008,1.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2009,1.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2010,1.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2011,1.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2012,1.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2013,3.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2014,2.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2015,2.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2016,2.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2017,2.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2018,2.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2019,2.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2020,1.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2021,1.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2022,4.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2023,5.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2024,4.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2005,6.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2006,6.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2007,6.0,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2008,5.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2009,5.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2010,5.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2011,6.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2012,7.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2013,7.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2014,7.4,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2015,6.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2016,6.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2017,5.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2018,5.3,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2019,4.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2020,5.8,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2021,5.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2014,7.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2015,6.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2016,6.1,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2017,5.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2018,5.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2019,4.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2020,5.7,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2021,5.2,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2022,7.5,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2023,8.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2004,4.6,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2005,1.9,,
ESTAT:SDG_07_60(1.0),14/02/25 11:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2006,1.7,,
