DATAFLOW,LAST UPDATE,freq,waste,hazard,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Germany,2018,292,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Germany,2020,282,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Germany,2022,272,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2004,59,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2006,69,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2008,76,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2010,221,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2012,218,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2014,304,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2016,351,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2018,361,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2020,235,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Denmark,2022,223,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2004,5382,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2006,4914,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2008,5638,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2010,6731,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2012,6925,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2014,7919,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2016,7358,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2018,8230,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2020,1198,b,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Estonia,2022,1130,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2004,31,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2006,25,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2008,23,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2010,26,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2012,27,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2014,20,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2016,47,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2018,58,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2020,52,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Greece,2022,71,p,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2004,73,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2006,91,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2008,79,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2010,64,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2012,67,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2014,64,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2016,68,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2018,69,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2020,70,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Spain,2022,74,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2004,186,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2006,213,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2008,200,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2010,206,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2012,203,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2014,201,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2016,212,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2018,228,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2020,214,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 27 countries (from 2020),2022,266,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2004,180,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2006,204,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2008,190,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2010,191,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2012,189,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2014,187,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2016,197,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,European Union - 28 countries (2013-2020),2018,210,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2004,412,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2006,515,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2008,407,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2010,477,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2012,305,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2014,366,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2016,435,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2018,344,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2020,592,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Finland,2022,5267,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2004,140,i,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2006,140,i,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2008,170,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2010,178,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2012,173,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2014,163,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2016,165,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2018,180,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2020,166,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,France,2022,167,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2004,26,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2006,179,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2008,51,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2010,17,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2012,28,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2014,31,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2016,42,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2018,43,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2020,46,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Croatia,2022,47,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2004,135,e,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2006,129,e,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2008,67,e,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2010,54,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2012,71,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2014,60,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2016,47,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2018,56,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2020,59,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Hungary,2022,62,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2004,178,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2006,166,e,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2008,166,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2010,432,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2012,104,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2014,104,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2016,112,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2018,130,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2020,178,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Ireland,2022,130,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Iceland,2004,29,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Iceland,2008,285,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Iceland,2010,26,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Iceland,2012,51,,
ESTAT:SDG_12_51(1.0),30/09/24 23:00:00,Annual,Total waste,Hazardous,All NACE activities plus households,Kilograms per capita,Iceland,2014,111,,
