DATAFLOW,LAST UPDATE,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2013,15.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2014,12.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2015,12.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2016,10.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2017,12.7,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2018,15.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2019,13.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2020,10.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Cyprus,2023,10.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2005,15.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2006,13.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2007,12.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2008,13.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2009,17.6,b,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2010,15.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2011,14.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2012,13.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2013,13.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2014,13.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2015,11.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2016,11.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2017,8.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2018,7.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2019,7.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2020,5.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Czechia,2023,6.5,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2005,9.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2006,12.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2007,11.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2008,11.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2009,11.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2010,10.7,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2011,11.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2012,11.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2013,12.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2014,12.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2015,12.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2016,13.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2017,13.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2018,12.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2019,12.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2020,7.7,bu,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Germany,2023,10.4,u,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2003,10.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2004,13.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2005,13.5,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2006,13.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2007,13.5,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2008,16.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2009,16.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2010,13.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2011,15.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2012,9.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2013,9.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2014,8.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2015,6.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2016,7.7,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2017,7.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2018,6.7,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2019,7.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2020,7.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Denmark,2023,5.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2005,14.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2006,14.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2007,14.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2008,13.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2009,14.5,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2010,12.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2011,12.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2012,12.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2013,14.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2014,13.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2015,13.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2016,12.5,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2017,11.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2018,11.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2019,11.5,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area - 19 countries  (2015-2022),2020,11.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Euro area – 20 countries (from 2023),2023,10.8,e,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2004,27.7,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2005,24.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2006,19.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2007,21.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2008,16.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2009,19.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2010,17.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2011,13.9,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2012,15.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2013,11.7,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2014,12.1,b,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2015,11.7,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2016,9.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2017,7.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2018,7.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2019,7.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2020,5.5,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Estonia,2023,4.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2003,10.4,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2004,8.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2005,9.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2006,9.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2007,10.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2008,12.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2009,17.0,b,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2010,20.0,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2011,20.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2012,20.6,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2013,19.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2014,16.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2015,13.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2016,12.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2017,13.8,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2018,13.3,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2019,17.1,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2020,18.2,,
ESTAT:SDG_16_20(1.0),06/12/24 23:00:00,Annual,Total,Above 60% of median equivalised income,Percentage,Greece,2023,20.2,,
