DATAFLOW,LAST UPDATE,freq,tra_infr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Bulgaria,2018,58,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Bulgaria,2019,45,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Bulgaria,2020,35,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Bulgaria,2021,75,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Bulgaria,2022,32,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2001,71,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2002,76,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2003,58,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2004,51,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2005,25,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2006,31,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2007,47,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2008,27,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2009,34,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2010,23,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2011,22,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2012,63,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2013,23,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2014,12,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2015,21,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2016,19,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2017,25,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2018,19,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2019,24,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2020,18,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2021,15,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Switzerland,2022,21,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2005,13,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2006,9,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2007,13,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2008,7,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2009,7,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2010,8,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2011,7,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2012,3,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2013,2,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2014,3,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2015,6,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2016,1,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2017,5,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2018,8,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2019,3,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2020,4,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2021,5,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Cyprus,2022,3,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2000,45,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2001,43,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2002,53,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2003,48,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2004,58,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2005,45,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2006,37,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2007,48,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2008,30,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2009,25,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2010,28,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2011,21,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2012,22,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2013,25,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2014,23,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2015,31,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2016,40,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2017,25,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2018,35,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2019,31,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2020,32,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2021,22,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Czechia,2022,33,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2000,907,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2001,770,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2002,857,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2003,811,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2004,694,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2005,662,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2006,645,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2007,602,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2008,495,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2009,475,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2010,430,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2011,453,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2012,387,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2013,428,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2014,375,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2015,414,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2016,393,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2017,409,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2018,424,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2019,356,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2020,317,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2021,318,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Germany,2022,314,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2000,29,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2001,38,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2002,48,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2003,31,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2004,27,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2005,31,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2006,16,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2007,24,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2008,31,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2009,24,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2010,26,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2011,12,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2012,8,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2013,12,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2014,14,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2015,16,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2016,25,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2017,12,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2018,21,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2019,14,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2020,14,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2021,11,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Denmark,2022,12,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2000,61,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2001,86,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2002,69,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2003,58,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2004,116,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2005,111,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2006,147,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2007,140,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2008,120,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2009,108,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2010,87,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2011,81,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2012,57,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2013,79,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2014,56,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2015,53,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2016,45,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2017,54,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2018,61,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2019,50,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2020,34,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Greece,2021,38,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2000,347,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2001,1138,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2002,1096,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2003,1056,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2004,915,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2005,841,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2006,759,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2007,601,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2008,478,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2009,453,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2010,405,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2011,335,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2012,297,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2013,290,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2014,289,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2015,277,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2016,327,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2017,308,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2018,323,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2019,340,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2020,224,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2021,316,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Spain,2022,347,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2000,3456,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2001,4058,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2002,4136,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2003,3873,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2004,3354,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2005,3122,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2006,3075,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2007,2911,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2008,2420,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2009,2340,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2010,2197,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2011,2041,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2012,1830,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2013,1863,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2014,1766,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2015,1926,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2016,1920,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2017,1977,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2018,2020,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2019,1939,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2020,1476,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2021,1748,p,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,European Union - 27 countries (from 2020),2022,1834,p,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2000,13,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2001,11,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2002,16,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2003,7,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2004,17,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2005,10,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2006,17,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2007,14,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2008,9,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2009,12,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2010,4,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2011,11,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2012,13,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Motorways,Number,Finland,2013,8,,
