unit,country,year,value
"Index, 2005=100",Greece,2012,81.2
"Index, 2005=100",Greece,2013,73.0
"Index, 2005=100",Greece,2014,74.1
"Index, 2005=100",Greece,2015,78.8
"Index, 2005=100",Greece,2016,79.7
"Index, 2005=100",Greece,2017,78.0
"Index, 2005=100",Greece,2018,75.7
"Index, 2005=100",Greece,2019,76.9
"Index, 2005=100",Greece,2020,68.7
"Index, 2005=100",Greece,2021,72.2
"Index, 2005=100",Greece,2022,76.6
"Index, 2005=100",Greece,2023,74.8
"Index, 2005=100",Spain,2005,100.0
"Index, 2005=100",Spain,2006,97.8
"Index, 2005=100",Spain,2007,100.5
"Index, 2005=100",Spain,2008,97.0
"Index, 2005=100",Spain,2009,90.3
"Index, 2005=100",Spain,2010,91.5
"Index, 2005=100",Spain,2011,88.9
"Index, 2005=100",Spain,2012,85.4
"Index, 2005=100",Spain,2013,82.3
"Index, 2005=100",Spain,2014,81.1
"Index, 2005=100",Spain,2015,82.8
"Index, 2005=100",Spain,2016,84.7
"Index, 2005=100",Spain,2017,87.1
"Index, 2005=100",Spain,2018,89.1
"Index, 2005=100",Spain,2019,89.0
"Index, 2005=100",Spain,2020,76.1
"Index, 2005=100",Spain,2021,82.6
"Index, 2005=100",Spain,2022,83.7
"Index, 2005=100",Spain,2023,83.2
"Index, 2005=100",European Union - 27 countries (from 2020),2005,100.0
"Index, 2005=100",European Union - 27 countries (from 2020),2006,100.5
"Index, 2005=100",European Union - 27 countries (from 2020),2007,98.7
"Index, 2005=100",European Union - 27 countries (from 2020),2008,99.7
"Index, 2005=100",European Union - 27 countries (from 2020),2009,94.9
"Index, 2005=100",European Union - 27 countries (from 2020),2010,98.7
"Index, 2005=100",European Union - 27 countries (from 2020),2011,94.9
"Index, 2005=100",European Union - 27 countries (from 2020),2012,94.7
"Index, 2005=100",European Union - 27 countries (from 2020),2013,94.5
"Index, 2005=100",European Union - 27 countries (from 2020),2014,90.4
"Index, 2005=100",European Union - 27 countries (from 2020),2015,92.4
"Index, 2005=100",European Union - 27 countries (from 2020),2016,94.3
"Index, 2005=100",European Union - 27 countries (from 2020),2017,95.5
"Index, 2005=100",European Union - 27 countries (from 2020),2018,95.8
"Index, 2005=100",European Union - 27 countries (from 2020),2019,95.2
"Index, 2005=100",European Union - 27 countries (from 2020),2020,87.6
"Index, 2005=100",European Union - 27 countries (from 2020),2021,93.2
"Index, 2005=100",European Union - 27 countries (from 2020),2022,90.6
"Index, 2005=100",European Union - 27 countries (from 2020),2023,87.9
"Index, 2005=100",Finland,2005,100.0
"Index, 2005=100",Finland,2006,105.2
"Index, 2005=100",Finland,2007,105.7
"Index, 2005=100",Finland,2008,101.9
"Index, 2005=100",Finland,2009,95.4
"Index, 2005=100",Finland,2010,104.7
"Index, 2005=100",Finland,2011,99.7
"Index, 2005=100",Finland,2012,100.6
"Index, 2005=100",Finland,2013,99.0
"Index, 2005=100",Finland,2014,98.4
"Index, 2005=100",Finland,2015,97.0
"Index, 2005=100",Finland,2016,101.0
"Index, 2005=100",Finland,2017,101.5
"Index, 2005=100",Finland,2018,103.3
"Index, 2005=100",Finland,2019,102.6
"Index, 2005=100",Finland,2020,94.0
"Index, 2005=100",Finland,2021,99.7
"Index, 2005=100",Finland,2022,93.7
"Index, 2005=100",Finland,2023,91.0
"Index, 2005=100",France,2005,100.0
"Index, 2005=100",France,2006,98.3
"Index, 2005=100",France,2007,95.9
"Index, 2005=100",France,2008,97.3
"Index, 2005=100",France,2009,94.0
"Index, 2005=100",France,2010,96.5
"Index, 2005=100",France,2011,93.8
"Index, 2005=100",France,2012,96.7
"Index, 2005=100",France,2013,98.3
"Index, 2005=100",France,2014,91.1
"Index, 2005=100",France,2015,93.2
"Index, 2005=100",France,2016,94.7
"Index, 2005=100",France,2017,94.0
"Index, 2005=100",France,2018,92.8
"Index, 2005=100",France,2019,92.0
"Index, 2005=100",France,2020,82.1
"Index, 2005=100",France,2021,89.3
"Index, 2005=100",France,2022,86.7
"Index, 2005=100",France,2023,83.3
"Index, 2005=100",Croatia,2005,100.0
"Index, 2005=100",Croatia,2006,100.2
"Index, 2005=100",Croatia,2007,100.6
"Index, 2005=100",Croatia,2008,102.2
"Index, 2005=100",Croatia,2009,99.1
"Index, 2005=100",Croatia,2010,99.6
"Index, 2005=100",Croatia,2011,96.1
"Index, 2005=100",Croatia,2012,91.8
"Index, 2005=100",Croatia,2013,90.7
"Index, 2005=100",Croatia,2014,86.1
"Index, 2005=100",Croatia,2015,90.9
"Index, 2005=100",Croatia,2016,91.7
"Index, 2005=100",Croatia,2017,95.6
"Index, 2005=100",Croatia,2018,94.6
"Index, 2005=100",Croatia,2019,95.4
"Index, 2005=100",Croatia,2020,89.3
"Index, 2005=100",Croatia,2021,96.2
"Index, 2005=100",Croatia,2022,95.1
"Index, 2005=100",Croatia,2023,98.1
"Index, 2005=100",Hungary,2005,100.0
"Index, 2005=100",Hungary,2006,98.5
"Index, 2005=100",Hungary,2007,93.0
"Index, 2005=100",Hungary,2008,93.0
"Index, 2005=100",Hungary,2009,91.1
"Index, 2005=100",Hungary,2010,92.9
"Index, 2005=100",Hungary,2011,93.1
"Index, 2005=100",Hungary,2012,87.8
"Index, 2005=100",Hungary,2013,89.1
"Index, 2005=100",Hungary,2014,86.6
"Index, 2005=100",Hungary,2015,92.3
"Index, 2005=100",Hungary,2016,94.8
"Index, 2005=100",Hungary,2017,98.2
"Index, 2005=100",Hungary,2018,98.3
"Index, 2005=100",Hungary,2019,99.0
"Index, 2005=100",Hungary,2020,96.0
"Index, 2005=100",Hungary,2021,102.5
"Index, 2005=100",Hungary,2022,98.5
"Index, 2005=100",Hungary,2023,91.0
"Index, 2005=100",Ireland,2005,100.0
"Index, 2005=100",Ireland,2006,104.1
"Index, 2005=100",Ireland,2007,104.7
"Index, 2005=100",Ireland,2008,104.7
"Index, 2005=100",Ireland,2009,93.5
"Index, 2005=100",Ireland,2010,94.4
"Index, 2005=100",Ireland,2011,87.5
"Index, 2005=100",Ireland,2012,85.1
"Index, 2005=100",Ireland,2013,86.1
"Index, 2005=100",Ireland,2014,86.4
"Index, 2005=100",Ireland,2015,89.8
"Index, 2005=100",Ireland,2016,93.2
"Index, 2005=100",Ireland,2017,93.9
"Index, 2005=100",Ireland,2018,98.2
"Index, 2005=100",Ireland,2019,98.1
"Index, 2005=100",Ireland,2020,88.6
"Index, 2005=100",Ireland,2021,90.5
"Index, 2005=100",Ireland,2022,94.5
"Index, 2005=100",Ireland,2023,95.1
"Index, 2005=100",Italy,2005,100.0
"Index, 2005=100",Italy,2006,98.9
"Index, 2005=100",Italy,2007,98.5
"Index, 2005=100",Italy,2008,98.4
"Index, 2005=100",Italy,2009,92.9
"Index, 2005=100",Italy,2010,93.8
"Index, 2005=100",Italy,2011,89.8
"Index, 2005=100",Italy,2012,89.0
"Index, 2005=100",Italy,2013,87.0
"Index, 2005=100",Italy,2014,83.2
"Index, 2005=100",Italy,2015,85.7
"Index, 2005=100",Italy,2016,85.4
"Index, 2005=100",Italy,2017,85.0
"Index, 2005=100",Italy,2018,85.9
"Index, 2005=100",Italy,2019,85.2
"Index, 2005=100",Italy,2020,75.9
"Index, 2005=100",Italy,2021,84.6
"Index, 2005=100",Italy,2022,82.4
"Index, 2005=100",Italy,2023,80.8
"Index, 2005=100",Lithuania,2005,100.0
"Index, 2005=100",Lithuania,2006,105.6
"Index, 2005=100",Lithuania,2007,111.6
"Index, 2005=100",Lithuania,2008,109.9
"Index, 2005=100",Lithuania,2009,99.4
"Index, 2005=100",Lithuania,2010,102.9
"Index, 2005=100",Lithuania,2011,102.5
"Index, 2005=100",Lithuania,2012,105.0
"Index, 2005=100",Lithuania,2013,102.4
"Index, 2005=100",Lithuania,2014,104.5
"Index, 2005=100",Lithuania,2015,104.1
"Index, 2005=100",Lithuania,2016,109.2
"Index, 2005=100",Lithuania,2017,114.5
"Index, 2005=100",Lithuania,2018,119.3
"Index, 2005=100",Lithuania,2019,119.0
"Index, 2005=100",Lithuania,2020,113.7
"Index, 2005=100",Lithuania,2021,121.3
"Index, 2005=100",Lithuania,2022,115.5
"Index, 2005=100",Lithuania,2023,113.9
"Index, 2005=100",Luxembourg,2005,100.0
"Index, 2005=100",Luxembourg,2006,98.5
"Index, 2005=100",Luxembourg,2007,97.0
"Index, 2005=100",Luxembourg,2008,97.9
"Index, 2005=100",Luxembourg,2009,91.1
"Index, 2005=100",Luxembourg,2010,96.6
"Index, 2005=100",Luxembourg,2011,95.8
"Index, 2005=100",Luxembourg,2012,93.1
"Index, 2005=100",Luxembourg,2013,92.1
"Index, 2005=100",Luxembourg,2014,89.4
"Index, 2005=100",Luxembourg,2015,89.1
"Index, 2005=100",Luxembourg,2016,90.2
"Index, 2005=100",Luxembourg,2017,93.3
"Index, 2005=100",Luxembourg,2018,97.1
"Index, 2005=100",Luxembourg,2019,98.0
"Index, 2005=100",Luxembourg,2020,85.1
"Index, 2005=100",Luxembourg,2021,90.6
"Index, 2005=100",Luxembourg,2022,81.9
"Index, 2005=100",Luxembourg,2023,78.4
"Index, 2005=100",Latvia,2005,100.0
"Index, 2005=100",Latvia,2006,104.4
"Index, 2005=100",Latvia,2007,108.4
"Index, 2005=100",Latvia,2008,103.4
"Index, 2005=100",Latvia,2009,100.5
"Index, 2005=100",Latvia,2010,102.5
"Index, 2005=100",Latvia,2011,96.3
"Index, 2005=100",Latvia,2012,100.2
"Index, 2005=100",Latvia,2013,95.9
"Index, 2005=100",Latvia,2014,96.7
"Index, 2005=100",Latvia,2015,94.3
"Index, 2005=100",Latvia,2016,95.1
"Index, 2005=100",Latvia,2017,99.9
"Index, 2005=100",Latvia,2018,104.0
"Index, 2005=100",Latvia,2019,101.6
"Index, 2005=100",Latvia,2020,95.9
"Index, 2005=100",Latvia,2021,101.0
"Index, 2005=100",Latvia,2022,97.7
"Index, 2005=100",Latvia,2023,96.9
"Index, 2005=100",Malta,2005,100.0
"Index, 2005=100",Malta,2006,100.4
"Index, 2005=100",Malta,2007,103.4
"Index, 2005=100",Malta,2008,107.9
"Index, 2005=100",Malta,2009,97.5
"Index, 2005=100",Malta,2010,108.3
"Index, 2005=100",Malta,2011,106.2
"Index, 2005=100",Malta,2012,109.2
"Index, 2005=100",Malta,2013,113.3
"Index, 2005=100",Malta,2014,117.9
"Index, 2005=100",Malta,2015,124.6
"Index, 2005=100",Malta,2016,125.6
"Index, 2005=100",Malta,2017,134.0
"Index, 2005=100",Malta,2018,142.3
"Index, 2005=100",Malta,2019,150.3
"Index, 2005=100",Malta,2020,117.5
"Index, 2005=100",Malta,2021,126.2
"Index, 2005=100",Malta,2022,150.5
"Index, 2005=100",Malta,2023,155.3
"Index, 2005=100",Netherlands,2005,100.0
"Index, 2005=100",Netherlands,2006,99.7
"Index, 2005=100",Netherlands,2007,97.9
"Index, 2005=100",Netherlands,2008,99.8
"Index, 2005=100",Netherlands,2009,96.2
"Index, 2005=100",Netherlands,2010,102.8
"Index, 2005=100",Netherlands,2011,95.6
"Index, 2005=100",Netherlands,2012,95.7
"Index, 2005=100",Netherlands,2013,95.5
"Index, 2005=100",Netherlands,2014,87.1
"Index, 2005=100",Netherlands,2015,89.4
"Index, 2005=100",Netherlands,2016,91.4
"Index, 2005=100",Netherlands,2017,91.9
"Index, 2005=100",Netherlands,2018,92.5
"Index, 2005=100",Netherlands,2019,90.8
"Index, 2005=100",Netherlands,2020,83.2
"Index, 2005=100",Netherlands,2021,86.1
"Index, 2005=100",Netherlands,2022,80.0
"Index, 2005=100",Netherlands,2023,77.9
"Index, 2005=100",Poland,2005,100.0
"Index, 2005=100",Poland,2006,104.4
"Index, 2005=100",Poland,2007,104.7
"Index, 2005=100",Poland,2008,106.6
"Index, 2005=100",Poland,2009,105.6
"Index, 2005=100",Poland,2010,113.7
"Index, 2005=100",Poland,2011,110.8
"Index, 2005=100",Poland,2012,110.2
"Index, 2005=100",Poland,2013,108.2
"Index, 2005=100",Poland,2014,105.0
"Index, 2005=100",Poland,2015,106.2
"Index, 2005=100",Poland,2016,113.6
"Index, 2005=100",Poland,2017,120.9
"Index, 2005=100",Poland,2018,127.7
"Index, 2005=100",Poland,2019,125.7
"Index, 2005=100",Poland,2020,121.7
"Index, 2005=100",Poland,2021,128.6
"Index, 2005=100",Poland,2022,123.7
"Index, 2005=100",Poland,2023,120.9
"Index, 2005=100",Portugal,2005,100.0
"Index, 2005=100",Portugal,2006,98.6
"Index, 2005=100",Portugal,2007,99.7
"Index, 2005=100",Portugal,2008,97.0
"Index, 2005=100",Portugal,2009,95.9
"Index, 2005=100",Portugal,2010,95.5
"Index, 2005=100",Portugal,2011,91.3
"Index, 2005=100",Portugal,2012,84.3
"Index, 2005=100",Portugal,2013,83.3
"Index, 2005=100",Portugal,2014,82.9
"Index, 2005=100",Portugal,2015,84.1
"Index, 2005=100",Portugal,2016,85.1
"Index, 2005=100",Portugal,2017,87.1
"Index, 2005=100",Portugal,2018,88.7
"Index, 2005=100",Portugal,2019,90.1
"Index, 2005=100",Portugal,2020,78.7
"Index, 2005=100",Portugal,2021,82.5
"Index, 2005=100",Portugal,2022,87.9
"Index, 2005=100",Portugal,2023,90.5
"Index, 2005=100",Romania,2005,100.0
"Index, 2005=100",Romania,2006,101.0
"Index, 2005=100",Romania,2007,98.2
"Index, 2005=100",Romania,2008,101.5
"Index, 2005=100",Romania,2009,92.5
"Index, 2005=100",Romania,2010,93.6
"Index, 2005=100",Romania,2011,95.9
"Index, 2005=100",Romania,2012,96.0
"Index, 2005=100",Romania,2013,91.9
"Index, 2005=100",Romania,2014,91.4
"Index, 2005=100",Romania,2015,92.1
"Index, 2005=100",Romania,2016,93.7
"Index, 2005=100",Romania,2017,98.3
"Index, 2005=100",Romania,2018,99.5
"Index, 2005=100",Romania,2019,100.6
"Index, 2005=100",Romania,2020,99.2
"Index, 2005=100",Romania,2021,107.0
"Index, 2005=100",Romania,2022,101.3
"Index, 2005=100",Romania,2023,98.2
"Index, 2005=100",Sweden,2005,100.0
"Index, 2005=100",Sweden,2006,100.1
"Index, 2005=100",Sweden,2007,100.3
"Index, 2005=100",Sweden,2008,98.6
"Index, 2005=100",Sweden,2009,95.8
"Index, 2005=100",Sweden,2010,102.5
"Index, 2005=100",Sweden,2011,98.2
"Index, 2005=100",Sweden,2012,98.8
"Index, 2005=100",Sweden,2013,96.9
"Index, 2005=100",Sweden,2014,94.5
"Index, 2005=100",Sweden,2015,96.3
"Index, 2005=100",Sweden,2016,97.6
"Index, 2005=100",Sweden,2017,97.2
"Index, 2005=100",Sweden,2018,96.8
"Index, 2005=100",Sweden,2019,95.3
"Index, 2005=100",Sweden,2020,92.4
"Index, 2005=100",Sweden,2021,95.9
"Index, 2005=100",Sweden,2022,93.3
"Index, 2005=100",Sweden,2023,93.5
"Index, 2005=100",Slovenia,2005,100.0
"Index, 2005=100",Slovenia,2006,99.8
"Index, 2005=100",Slovenia,2007,100.3
"Index, 2005=100",Slovenia,2008,107.2
"Index, 2005=100",Slovenia,2009,94.8
"Index, 2005=100",Slovenia,2010,98.7
"Index, 2005=100",Slovenia,2011,98.4
"Index, 2005=100",Slovenia,2012,95.8
"Index, 2005=100",Slovenia,2013,93.7
"Index, 2005=100",Slovenia,2014,89.9
"Index, 2005=100",Slovenia,2015,92.0
"Index, 2005=100",Slovenia,2016,95.3
"Index, 2005=100",Slovenia,2017,96.7
"Index, 2005=100",Slovenia,2018,96.8
"Index, 2005=100",Slovenia,2019,94.9
"Index, 2005=100",Slovenia,2020,86.0
"Index, 2005=100",Slovenia,2021,92.2
"Index, 2005=100",Slovenia,2022,92.2
"Index, 2005=100",Slovenia,2023,87.4
"Index, 2005=100",Slovakia,2005,100.0
"Index, 2005=100",Slovakia,2006,97.2
"Index, 2005=100",Slovakia,2007,98.0
"Index, 2005=100",Slovakia,2008,101.5
"Index, 2005=100",Slovakia,2009,92.9
"Index, 2005=100",Slovakia,2010,106.6
"Index, 2005=100",Slovakia,2011,100.0
"Index, 2005=100",Slovakia,2012,95.6
"Index, 2005=100",Slovakia,2013,97.2
"Index, 2005=100",Slovakia,2014,87.6
"Index, 2005=100",Slovakia,2015,91.6
"Index, 2005=100",Slovakia,2016,95.1
"Index, 2005=100",Slovakia,2017,101.3
"Index, 2005=100",Slovakia,2018,100.1
"Index, 2005=100",Slovakia,2019,98.2
"Index, 2005=100",Slovakia,2020,91.8
"Index, 2005=100",Slovakia,2021,100.2
"Index, 2005=100",Slovakia,2022,94.5
"Index, 2005=100",Slovakia,2023,89.0
Million tonnes of oil equivalent,Austria,2005,26.3
Million tonnes of oil equivalent,Austria,2006,26.4
Million tonnes of oil equivalent,Austria,2007,26.0
Million tonnes of oil equivalent,Austria,2008,26.0
Million tonnes of oil equivalent,Austria,2009,25.2
Million tonnes of oil equivalent,Austria,2010,26.5
Million tonnes of oil equivalent,Austria,2011,25.6
Million tonnes of oil equivalent,Austria,2012,25.7
Million tonnes of oil equivalent,Austria,2013,26.2
Million tonnes of oil equivalent,Austria,2014,25.2
Million tonnes of oil equivalent,Austria,2015,25.9
Million tonnes of oil equivalent,Austria,2016,26.6
Million tonnes of oil equivalent,Austria,2017,26.9
Million tonnes of oil equivalent,Austria,2018,26.5
Million tonnes of oil equivalent,Austria,2019,26.8
Million tonnes of oil equivalent,Austria,2020,24.8
Million tonnes of oil equivalent,Austria,2021,26.4
Million tonnes of oil equivalent,Austria,2022,25.1
Million tonnes of oil equivalent,Austria,2023,24.2
Million tonnes of oil equivalent,Belgium,2005,35.4
Million tonnes of oil equivalent,Belgium,2006,34.9
Million tonnes of oil equivalent,Belgium,2007,33.8
Million tonnes of oil equivalent,Belgium,2008,35.3
Million tonnes of oil equivalent,Belgium,2009,34.2
Million tonnes of oil equivalent,Belgium,2010,36.8
Million tonnes of oil equivalent,Belgium,2011,34.0
Million tonnes of oil equivalent,Belgium,2012,34.3
Million tonnes of oil equivalent,Belgium,2013,35.3
Million tonnes of oil equivalent,Belgium,2014,32.8
Million tonnes of oil equivalent,Belgium,2015,34.5
Million tonnes of oil equivalent,Belgium,2016,34.8
Million tonnes of oil equivalent,Belgium,2017,34.4
Million tonnes of oil equivalent,Belgium,2018,34.7
Million tonnes of oil equivalent,Belgium,2019,34.0
Million tonnes of oil equivalent,Belgium,2020,31.9
Million tonnes of oil equivalent,Belgium,2021,34.4
Million tonnes of oil equivalent,Belgium,2022,31.9
Million tonnes of oil equivalent,Belgium,2023,31.3
Million tonnes of oil equivalent,Bulgaria,2005,9.8
Million tonnes of oil equivalent,Bulgaria,2006,10.1
Million tonnes of oil equivalent,Bulgaria,2007,10.0
Million tonnes of oil equivalent,Bulgaria,2008,9.8
Million tonnes of oil equivalent,Bulgaria,2009,8.6
Million tonnes of oil equivalent,Bulgaria,2010,8.8
Million tonnes of oil equivalent,Bulgaria,2011,9.3
Million tonnes of oil equivalent,Bulgaria,2012,9.2
Million tonnes of oil equivalent,Bulgaria,2013,8.8
Million tonnes of oil equivalent,Bulgaria,2014,9.0
Million tonnes of oil equivalent,Bulgaria,2015,9.5
Million tonnes of oil equivalent,Bulgaria,2016,9.7
Million tonnes of oil equivalent,Bulgaria,2017,9.9
Million tonnes of oil equivalent,Bulgaria,2018,9.9
Million tonnes of oil equivalent,Bulgaria,2019,9.9
Million tonnes of oil equivalent,Bulgaria,2020,9.5
Million tonnes of oil equivalent,Bulgaria,2021,10.2
Million tonnes of oil equivalent,Bulgaria,2022,9.9
Million tonnes of oil equivalent,Bulgaria,2023,9.6
Million tonnes of oil equivalent,Cyprus,2005,1.8
Million tonnes of oil equivalent,Cyprus,2006,1.9
Million tonnes of oil equivalent,Cyprus,2007,1.9
Million tonnes of oil equivalent,Cyprus,2008,2.0
Million tonnes of oil equivalent,Cyprus,2009,1.9
Million tonnes of oil equivalent,Cyprus,2010,1.9
Million tonnes of oil equivalent,Cyprus,2011,1.9
Million tonnes of oil equivalent,Cyprus,2012,1.8
Million tonnes of oil equivalent,Cyprus,2013,1.6
Million tonnes of oil equivalent,Cyprus,2014,1.6
Million tonnes of oil equivalent,Cyprus,2015,1.7
Million tonnes of oil equivalent,Cyprus,2016,1.8
Million tonnes of oil equivalent,Cyprus,2017,1.9
Million tonnes of oil equivalent,Cyprus,2018,1.9
Million tonnes of oil equivalent,Cyprus,2019,1.9
Million tonnes of oil equivalent,Cyprus,2020,1.6
Million tonnes of oil equivalent,Cyprus,2021,1.7
Million tonnes of oil equivalent,Cyprus,2022,1.8
Million tonnes of oil equivalent,Cyprus,2023,1.9
Million tonnes of oil equivalent,Czechia,2005,25.2
Million tonnes of oil equivalent,Czechia,2006,25.5
Million tonnes of oil equivalent,Czechia,2007,24.9
Million tonnes of oil equivalent,Czechia,2008,24.9
Million tonnes of oil equivalent,Czechia,2009,24.1
