unit,country,year,value
Percentage,Bulgaria,2011,1.25
Percentage,Bulgaria,2012,1.06
Percentage,Bulgaria,2013,0.75
Percentage,Bulgaria,2014,0.63
Percentage,Bulgaria,2015,0.76
Percentage,Bulgaria,2016,0.93
Percentage,Bulgaria,2017,1.13
Percentage,Bulgaria,2018,0.84
Percentage,Bulgaria,2019,0.99
Percentage,Bulgaria,2020,1.02
Percentage,Bulgaria,2021,0.91
Percentage,Bulgaria,2022,1.21
Percentage,Switzerland,2000,0.79
Percentage,Switzerland,2001,0.66
Percentage,Switzerland,2002,0.91
Percentage,Switzerland,2003,1.08
Percentage,Switzerland,2004,1.03
Percentage,Switzerland,2005,1.07
Percentage,Switzerland,2006,2.16
Percentage,Switzerland,2007,0.88
Percentage,Switzerland,2008,0.87
Percentage,Switzerland,2009,0.91
Percentage,Switzerland,2010,0.9
Percentage,Switzerland,2011,0.94
Percentage,Switzerland,2012,1.06
Percentage,Switzerland,2013,0.71
Percentage,Switzerland,2014,0.67
Percentage,Switzerland,2015,0.84
Percentage,Switzerland,2016,0.75
Percentage,Switzerland,2017,1.02
Percentage,Switzerland,2018,0.76
Percentage,Switzerland,2019,0.62
Percentage,Switzerland,2020,0.64
Percentage,Switzerland,2021,0.55
Percentage,Switzerland,2022,0.83
Percentage,Cyprus,2000,59.54
Percentage,Cyprus,2001,63.81
Percentage,Cyprus,2002,72.14
Percentage,Cyprus,2003,70.2
Percentage,Cyprus,2004,76.76
Percentage,Cyprus,2005,75.42
Percentage,Cyprus,2006,69.11
Percentage,Cyprus,2007,70.24
Percentage,Cyprus,2008,72.17
Percentage,Cyprus,2009,68.14
Percentage,Cyprus,2010,70.61
Percentage,Cyprus,2011,68.27
Percentage,Cyprus,2012,71.56
Percentage,Cyprus,2013,71.4
Percentage,Cyprus,2014,68.05
Percentage,Cyprus,2015,71.61
Percentage,Cyprus,2016,71.19
Percentage,Cyprus,2017,70.86
Percentage,Cyprus,2018,69.17
Percentage,Cyprus,2019,66.74
Percentage,Cyprus,2020,71.08
Percentage,Cyprus,2021,71.18
Percentage,Cyprus,2022,71.04
Percentage,Czechia,2000,3.09
Percentage,Czechia,2001,2.7
Percentage,Czechia,2002,1.89
Percentage,Czechia,2003,4.24
Percentage,Czechia,2004,3.53
Percentage,Czechia,2005,2.81
Percentage,Czechia,2006,2.31
Percentage,Czechia,2007,3.13
Percentage,Czechia,2008,3.31
Percentage,Czechia,2009,2.65
Percentage,Czechia,2010,1.78
Percentage,Czechia,2011,2.69
Percentage,Czechia,2012,2.89
Percentage,Czechia,2013,1.8
Percentage,Czechia,2014,3.32
Percentage,Czechia,2015,3.68
Percentage,Czechia,2016,3.41
Percentage,Czechia,2017,3.33
Percentage,Czechia,2018,4.28
Percentage,Czechia,2019,3.4
Percentage,Czechia,2020,2.35
Percentage,Czechia,2021,2.34
Percentage,Czechia,2022,3.24
Percentage,Germany,2000,4.32
Percentage,Germany,2001,3.96
Percentage,Germany,2002,3.21
Percentage,Germany,2003,5.1
Percentage,Germany,2004,4.89
Percentage,Germany,2005,4.45
Percentage,Germany,2006,4.12
Percentage,Germany,2007,3.62
Percentage,Germany,2008,4.04
Percentage,Germany,2009,4.44
Percentage,Germany,2010,3.86
Percentage,Germany,2011,4.36
Percentage,Germany,2012,3.87
Percentage,Germany,2013,3.26
Percentage,Germany,2014,4.37
Percentage,Germany,2015,4.25
Percentage,Germany,2016,3.82
Percentage,Germany,2017,4.01
Percentage,Germany,2018,4.15
Percentage,Germany,2019,4.03
Percentage,Germany,2020,3.16
Percentage,Germany,2021,3.03
Percentage,Germany,2022,3.63
Percentage,Denmark,2000,3.39
Percentage,Denmark,2001,3.98
Percentage,Denmark,2002,3.51
Percentage,Denmark,2003,4.84
Percentage,Denmark,2004,4.1
Percentage,Denmark,2005,4.57
Percentage,Denmark,2006,4.18
Percentage,Denmark,2007,2.62
Percentage,Denmark,2008,4.13
Percentage,Denmark,2009,4.89
Percentage,Denmark,2010,4.52
Percentage,Denmark,2011,4.12
Percentage,Denmark,2012,3.47
Percentage,Denmark,2013,5.34
Percentage,Denmark,2014,4.5
Percentage,Denmark,2015,3.48
Percentage,Denmark,2016,4.11
Percentage,Denmark,2017,4.0
Percentage,Denmark,2018,7.37
Percentage,Denmark,2019,4.34
Percentage,Denmark,2020,4.0
Percentage,Denmark,2021,4.91
Percentage,Denmark,2022,5.21
Percentage,Estonia,2000,2.52
Percentage,Estonia,2001,1.99
Percentage,Estonia,2002,2.63
Percentage,Estonia,2003,3.48
Percentage,Estonia,2004,2.25
Percentage,Estonia,2005,2.65
Percentage,Estonia,2006,4.0
Percentage,Estonia,2007,2.8
Percentage,Estonia,2008,1.9
Percentage,Estonia,2009,2.01
Percentage,Estonia,2010,2.01
Percentage,Estonia,2011,3.49
Percentage,Estonia,2012,3.92
Percentage,Estonia,2013,3.6
Percentage,Estonia,2014,2.83
Percentage,Estonia,2015,2.39
Percentage,Estonia,2016,1.96
Percentage,Estonia,2017,1.79
Percentage,Estonia,2018,2.61
Percentage,Estonia,2019,1.09
Percentage,Estonia,2020,0.99
Percentage,Estonia,2021,1.71
Percentage,Estonia,2022,2.15
Percentage,Greece,2000,19.77
Percentage,Greece,2001,18.56
Percentage,Greece,2002,11.22
Percentage,Greece,2003,10.59
Percentage,Greece,2004,12.34
Percentage,Greece,2005,9.66
Percentage,Greece,2006,11.09
Percentage,Greece,2007,12.94
Percentage,Greece,2008,15.42
Percentage,Greece,2009,10.64
Percentage,Greece,2010,8.83
Percentage,Greece,2011,15.22
Percentage,Greece,2012,11.15
Percentage,Greece,2013,10.86
Percentage,Greece,2014,8.66
Percentage,Greece,2015,8.26
Percentage,Greece,2016,11.32
Percentage,Greece,2017,14.42
Percentage,Greece,2018,10.83
Percentage,Greece,2019,12.04
Percentage,Greece,2020,13.51
Percentage,Greece,2021,9.1
Percentage,Greece,2022,13.82
Percentage,Spain,2000,9.83
Percentage,Spain,2001,7.08
Percentage,Spain,2002,11.57
Percentage,Spain,2003,8.43
Percentage,Spain,2004,11.51
Percentage,Spain,2005,15.59
Percentage,Spain,2006,10.33
Percentage,Spain,2007,11.24
Percentage,Spain,2008,10.46
Percentage,Spain,2009,11.39
Percentage,Spain,2010,6.62
Percentage,Spain,2011,10.52
Percentage,Spain,2012,13.99
Percentage,Spain,2013,6.61
Percentage,Spain,2014,7.8
Percentage,Spain,2015,11.75
Percentage,Spain,2016,6.78
Percentage,Spain,2017,12.25
Percentage,Spain,2018,6.02
Percentage,Spain,2019,7.77
Percentage,Spain,2020,6.39
Percentage,Spain,2021,6.71
Percentage,Spain,2022,8.78
Percentage,European Union - 27 countries (from 2020),2000,4.9
Percentage,European Union - 27 countries (from 2020),2001,4.57
Percentage,European Union - 27 countries (from 2020),2002,4.75
Percentage,European Union - 27 countries (from 2020),2003,5.76
Percentage,European Union - 27 countries (from 2020),2004,4.9
Percentage,European Union - 27 countries (from 2020),2005,4.97
Percentage,European Union - 27 countries (from 2020),2006,4.91
Percentage,European Union - 27 countries (from 2020),2007,5.07
Percentage,European Union - 27 countries (from 2020),2008,4.55
Percentage,European Union - 27 countries (from 2020),2009,4.72
Percentage,European Union - 27 countries (from 2020),2010,3.99
Percentage,European Union - 27 countries (from 2020),2011,5.22
Percentage,European Union - 27 countries (from 2020),2012,4.58
Percentage,European Union - 27 countries (from 2020),2013,4.04
Percentage,European Union - 27 countries (from 2020),2014,3.88
Percentage,European Union - 27 countries (from 2020),2015,4.6
Percentage,European Union - 27 countries (from 2020),2016,4.36
Percentage,European Union - 27 countries (from 2020),2017,5.02
Percentage,European Union - 27 countries (from 2020),2018,4.47
Percentage,European Union - 27 countries (from 2020),2019,4.53
Percentage,European Union - 27 countries (from 2020),2020,4.57
Percentage,European Union - 27 countries (from 2020),2021,4.61
Percentage,European Union - 27 countries (from 2020),2022,5.76
Percentage,Finland,2000,0.7
Percentage,Finland,2001,0.84
Percentage,Finland,2002,0.75
Percentage,Finland,2003,0.84
Percentage,Finland,2004,0.52
Percentage,Finland,2005,0.45
Percentage,Finland,2006,1.27
Percentage,Finland,2007,1.14
Percentage,Finland,2008,0.63
Percentage,Finland,2009,0.72
Percentage,Finland,2010,0.78
Percentage,Finland,2011,0.68
Percentage,Finland,2012,0.48
Percentage,Finland,2013,0.73
Percentage,Finland,2014,0.84
Percentage,Finland,2015,0.59
Percentage,Finland,2016,0.64
Percentage,Finland,2017,0.57
Percentage,Finland,2018,0.77
Percentage,Finland,2019,0.79
Percentage,Finland,2020,0.57
Percentage,Finland,2021,0.6
Percentage,Finland,2022,0.6
Percentage,France,2000,2.98
Percentage,France,2001,2.79
Percentage,France,2002,3.26
Percentage,France,2003,5.32
Percentage,France,2004,4.65
Percentage,France,2005,5.35
Percentage,France,2006,4.31
Percentage,France,2007,3.92
Percentage,France,2008,2.6
Percentage,France,2009,3.12
Percentage,France,2010,3.06
Percentage,France,2011,4.22
Percentage,France,2012,3.35
Percentage,France,2013,2.19
Percentage,France,2014,2.2
Percentage,France,2015,3.38
Percentage,France,2016,2.88
Percentage,France,2017,4.69
Percentage,France,2018,2.38
Percentage,France,2019,3.22
Percentage,France,2020,3.54
Percentage,France,2021,3.02
Percentage,France,2022,4.77
Percentage,Croatia,2000,0.18
Percentage,Croatia,2001,0.17
Percentage,Croatia,2002,0.15
Percentage,Croatia,2003,0.16
Percentage,Croatia,2004,0.15
Percentage,Croatia,2005,0.18
Percentage,Croatia,2006,0.18
Percentage,Croatia,2007,0.18
Percentage,Croatia,2008,0.18
Percentage,Croatia,2009,0.17
Percentage,Croatia,2010,0.18
Percentage,Croatia,2011,0.2
Percentage,Croatia,2012,0.16
Percentage,Croatia,2013,0.16
Percentage,Croatia,2014,0.1
Percentage,Croatia,2015,0.15
Percentage,Croatia,2016,0.13
Percentage,Croatia,2017,0.21
Percentage,Croatia,2018,0.2
Percentage,Croatia,2019,0.2
Percentage,Croatia,2020,0.25
Percentage,Croatia,2021,0.24
Percentage,Croatia,2022,0.26
Percentage,Hungary,2000,2.08
Percentage,Hungary,2001,2.42
Percentage,Hungary,2002,2.34
Percentage,Hungary,2003,3.6
Percentage,Hungary,2004,2.79
Percentage,Hungary,2005,2.11
Percentage,Hungary,2006,2.0
Percentage,Hungary,2007,2.93
Percentage,Hungary,2008,3.01
Percentage,Hungary,2009,2.69
Percentage,Hungary,2010,1.85
Percentage,Hungary,2011,2.7
Percentage,Hungary,2012,2.49
Percentage,Hungary,2013,1.75
Percentage,Hungary,2014,1.97
Percentage,Hungary,2015,2.43
Percentage,Hungary,2016,2.16
Percentage,Hungary,2017,1.37
Percentage,Hungary,2018,1.33
Percentage,Hungary,2019,1.37
Percentage,Hungary,2020,1.42
Percentage,Hungary,2021,1.37
Percentage,Hungary,2022,1.69
Percentage,Ireland,2000,0.74
Percentage,Ireland,2001,1.07
Percentage,Ireland,2002,0.77
Percentage,Ireland,2003,1.14
Percentage,Ireland,2004,1.01
Percentage,Ireland,2005,1.02
Percentage,Ireland,2006,0.98
Percentage,Ireland,2007,1.03
Percentage,Ireland,2008,0.82
Percentage,Ireland,2009,0.78
Percentage,Ireland,2010,1.09
Percentage,Ireland,2011,0.94
Percentage,Ireland,2012,0.89
Percentage,Ireland,2013,1.0
Percentage,Ireland,2014,0.74
Percentage,Ireland,2015,0.78
Percentage,Ireland,2016,0.92
Percentage,Ireland,2017,1.09
Percentage,Ireland,2018,0.97
Percentage,Ireland,2019,1.15
Percentage,Ireland,2020,0.78
Percentage,Ireland,2021,0.98
Percentage,Ireland,2022,1.15
Percentage,Iceland,2000,0.11
Percentage,Iceland,2001,0.12
Percentage,Iceland,2002,0.11
Percentage,Iceland,2003,0.11
Percentage,Iceland,2004,0.11
Percentage,Iceland,2005,0.12
Percentage,Iceland,2006,0.07
Percentage,Iceland,2007,0.07
Percentage,Iceland,2008,0.08
Percentage,Iceland,2009,0.08
Percentage,Iceland,2010,0.13
Percentage,Iceland,2011,0.09
Percentage,Iceland,2012,0.09
Percentage,Iceland,2013,0.2
Percentage,Iceland,2014,0.19
Percentage,Iceland,2015,0.15
Percentage,Iceland,2016,0.17
Percentage,Iceland,2017,0.12
Percentage,Iceland,2018,0.14
Percentage,Iceland,2019,0.16
Percentage,Iceland,2020,0.12
Percentage,Iceland,2021,0.16
Percentage,Iceland,2022,0.14
Percentage,Lithuania,2000,2.96
Percentage,Lithuania,2001,3.37
Percentage,Lithuania,2002,3.9
Percentage,Lithuania,2003,5.8
Percentage,Lithuania,2004,4.07
Percentage,Lithuania,2005,3.02
Percentage,Lithuania,2006,3.27
Percentage,Lithuania,2007,2.61
Percentage,Lithuania,2008,3.09
Percentage,Lithuania,2009,3.42
Percentage,Lithuania,2010,0.72
Percentage,Lithuania,2011,0.66
Percentage,Lithuania,2012,0.81
Percentage,Lithuania,2013,0.52
Percentage,Lithuania,2014,0.65
Percentage,Lithuania,2015,0.73
Percentage,Lithuania,2016,0.45
Percentage,Lithuania,2017,0.27
Percentage,Lithuania,2018,0.44
Percentage,Lithuania,2019,0.5
Percentage,Lithuania,2020,0.86
Percentage,Lithuania,2021,0.64
Percentage,Lithuania,2022,0.4
Percentage,Luxembourg,2000,0.32
Percentage,Luxembourg,2001,0.3
Percentage,Luxembourg,2002,0.31
Percentage,Luxembourg,2003,0.57
Percentage,Luxembourg,2004,0.55
Percentage,Luxembourg,2005,0.6
Percentage,Luxembourg,2006,0.43
Percentage,Luxembourg,2007,0.36
Percentage,Luxembourg,2008,0.42
Percentage,Luxembourg,2009,0.61
Percentage,Luxembourg,2010,0.59
Percentage,Luxembourg,2011,0.73
Percentage,Luxembourg,2012,0.51
Percentage,Luxembourg,2013,0.36
Percentage,Luxembourg,2014,0.56
Percentage,Luxembourg,2015,0.68
Percentage,Luxembourg,2016,0.42
Percentage,Luxembourg,2017,0.66
Percentage,Luxembourg,2018,0.62
Percentage,Luxembourg,2019,0.75
Percentage,Luxembourg,2020,0.63
Percentage,Luxembourg,2021,0.48
Percentage,Luxembourg,2022,0.67
Percentage,Latvia,2000,0.24
Percentage,Latvia,2001,0.21
Percentage,Latvia,2002,0.25
Percentage,Latvia,2003,0.33
Percentage,Latvia,2004,0.19
Percentage,Latvia,2005,0.22
Percentage,Latvia,2006,0.23
Percentage,Latvia,2007,0.2
Percentage,Latvia,2008,0.18
Percentage,Latvia,2009,0.17
Percentage,Latvia,2010,0.15
Percentage,Latvia,2011,0.1
Percentage,Latvia,2012,0.12
Percentage,Latvia,2013,0.15
Percentage,Latvia,2014,0.24
Percentage,Latvia,2015,0.28
Percentage,Latvia,2016,0.21
Percentage,Latvia,2017,0.13
Percentage,Latvia,2018,0.22
Percentage,Latvia,2019,0.24
Percentage,Latvia,2020,0.22
Percentage,Latvia,2021,0.21
Percentage,Latvia,2022,0.2
Percentage,North Macedonia,2000,4.95
Percentage,North Macedonia,2001,5.48
Percentage,North Macedonia,2002,2.93
Percentage,North Macedonia,2003,4.19
Percentage,North Macedonia,2004,6.42
Percentage,North Macedonia,2005,6.68
Percentage,North Macedonia,2006,4.36
Percentage,North Macedonia,2007,3.12
Percentage,North Macedonia,2008,5.02
Percentage,North Macedonia,2009,4.47
Percentage,North Macedonia,2010,3.15
Percentage,North Macedonia,2011,5.5
Percentage,North Macedonia,2012,12.76
Percentage,North Macedonia,2013,2.25
Percentage,North Macedonia,2014,2.11
Percentage,North Macedonia,2015,2.76
Percentage,North Macedonia,2016,1.95
Percentage,North Macedonia,2017,3.58
Percentage,North Macedonia,2018,1.87
Percentage,North Macedonia,2019,3.25
Percentage,North Macedonia,2020,4.66
Percentage,North Macedonia,2021,3.8
Percentage,North Macedonia,2022,5.08
Percentage,Malta,2000,28.45
Percentage,Malta,2001,36.0
Percentage,Malta,2002,29.22
Percentage,Malta,2003,16.3
Percentage,Malta,2004,26.46
Percentage,Malta,2005,26.63
Percentage,Malta,2006,26.48
Percentage,Malta,2007,26.45
Percentage,Malta,2008,31.37
Percentage,Malta,2009,21.91
Percentage,Malta,2010,33.02
Percentage,Malta,2011,28.79
Percentage,Malta,2012,30.06
Percentage,Malta,2013,35.76
Percentage,Malta,2014,33.88
Percentage,Malta,2015,32.07
Percentage,Malta,2016,42.73
Percentage,Malta,2017,35.59
Percentage,Malta,2018,27.04
Percentage,Malta,2019,27.14
Percentage,Malta,2020,34.39
Percentage,Malta,2021,26.0
Percentage,Malta,2022,34.06
Percentage,Netherlands,2000,1.5
Percentage,Netherlands,2001,1.69
Percentage,Netherlands,2002,1.9
Percentage,Netherlands,2003,3.47
Percentage,Netherlands,2004,3.7
Percentage,Netherlands,2005,3.59
Percentage,Netherlands,2006,3.01
Percentage,Netherlands,2007,2.62
Percentage,Netherlands,2008,3.22
Percentage,Netherlands,2009,3.8
Percentage,Netherlands,2010,2.96
Percentage,Netherlands,2011,3.38
Percentage,Netherlands,2012,2.86
Percentage,Netherlands,2013,2.71
Percentage,Netherlands,2014,2.77
Percentage,Netherlands,2015,2.29
Percentage,Netherlands,2016,2.14
Percentage,Netherlands,2017,2.8
Percentage,Netherlands,2018,2.72
Percentage,Netherlands,2019,2.87
Percentage,Netherlands,2020,2.96
Percentage,Netherlands,2021,2.32
Percentage,Netherlands,2022,3.98
Percentage,Norway,2000,0.14
Percentage,Norway,2001,0.16
Percentage,Norway,2002,0.15
Percentage,Norway,2003,0.16
Percentage,Norway,2004,0.16
Percentage,Norway,2005,0.16
Percentage,Norway,2006,0.19
Percentage,Norway,2007,0.16
Percentage,Norway,2008,0.17
Percentage,Norway,2009,0.17
Percentage,Norway,2010,0.22
Percentage,Norway,2011,0.16
Percentage,Norway,2012,0.17
Percentage,Norway,2013,0.18
Percentage,Norway,2014,0.17
Percentage,Norway,2015,0.15
Percentage,Norway,2016,0.18
Percentage,Norway,2017,0.15
Percentage,Norway,2018,0.18
Percentage,Norway,2019,0.06
Percentage,Norway,2020,0.14
Percentage,Norway,2021,0.21
Percentage,Norway,2022,0.07
Percentage,Poland,2000,5.23
Percentage,Poland,2001,4.92
Percentage,Poland,2002,4.95
Percentage,Poland,2003,7.12
Percentage,Poland,2004,6.69
Percentage,Poland,2005,5.85
Percentage,Poland,2006,6.9
Percentage,Poland,2007,6.02
Percentage,Poland,2008,5.9
Percentage,Poland,2009,5.89
Percentage,Poland,2010,3.84
Percentage,Poland,2011,4.5
Percentage,Poland,2012,6.46
Percentage,Poland,2013,4.86
Percentage,Poland,2014,6.2
Percentage,Poland,2015,7.74
Percentage,Poland,2016,7.59
Percentage,Poland,2017,5.0
Percentage,Poland,2018,5.21
Percentage,Poland,2019,6.83
Percentage,Poland,2020,6.22
Percentage,Poland,2021,5.11
Percentage,Poland,2022,6.33
Percentage,Portugal,2000,14.74
Percentage,Portugal,2001,7.06
Percentage,Portugal,2002,21.89
Percentage,Portugal,2003,6.64
Percentage,Portugal,2004,10.27
Percentage,Portugal,2005,20.36
Percentage,Portugal,2006,20.58
Percentage,Portugal,2007,8.1
Percentage,Portugal,2008,14.17
Percentage,Portugal,2009,12.57
Percentage,Portugal,2010,4.77
Percentage,Portugal,2011,7.84
Percentage,Portugal,2012,14.4
Percentage,Portugal,2013,7.55
Percentage,Portugal,2014,7.63
Percentage,Portugal,2015,13.04
Percentage,Portugal,2016,5.42
Percentage,Portugal,2017,12.58
Percentage,Portugal,2018,8.02
Percentage,Portugal,2019,8.74
Percentage,Portugal,2020,7.96
Percentage,Portugal,2021,7.97
Percentage,Portugal,2022,10.09
Percentage,Romania,2000,13.17
Percentage,Romania,2001,11.84
Percentage,Romania,2002,13.11
Percentage,Romania,2003,16.38
Percentage,Romania,2004,8.98
Percentage,Romania,2005,6.1
Percentage,Romania,2006,6.17
Percentage,Romania,2007,11.8
Percentage,Romania,2008,12.27
Percentage,Romania,2009,13.84
Percentage,Romania,2010,9.87
Percentage,Romania,2011,20.23
Percentage,Romania,2012,24.42
Percentage,Romania,2013,18.12
Percentage,Romania,2014,22.97
Percentage,Romania,2015,23.16
Percentage,Romania,2016,15.31
Percentage,Romania,2017,20.93
Percentage,Romania,2018,17.77
Percentage,Romania,2019,18.32
Percentage,Romania,2020,23.25
Percentage,Romania,2021,18.51
Percentage,Romania,2022,20.95
Percentage,Serbia,2000,0.98
Percentage,Serbia,2001,1.02
Percentage,Serbia,2002,0.94
Percentage,Serbia,2003,1.41
Percentage,Serbia,2004,0.9
Percentage,Serbia,2005,0.98
Percentage,Serbia,2006,0.93
Percentage,Serbia,2007,1.18
Percentage,Serbia,2008,1.16
Percentage,Serbia,2009,1.0
Percentage,Serbia,2010,0.71
Percentage,Serbia,2011,1.44
Percentage,Serbia,2012,1.13
Percentage,Serbia,2013,0.89
Percentage,Serbia,2014,0.74
Percentage,Serbia,2015,1.07
Percentage,Serbia,2016,0.95
Percentage,Serbia,2017,1.29
Percentage,Serbia,2018,1.2
Percentage,Serbia,2019,1.31
Percentage,Serbia,2020,1.31
Percentage,Serbia,2021,1.07
Percentage,Serbia,2022,1.27
Percentage,Sweden,2000,0.29
Percentage,Sweden,2001,0.34
Percentage,Sweden,2002,0.44
Percentage,Sweden,2003,0.47
Percentage,Sweden,2004,0.38
Percentage,Sweden,2005,0.38
Percentage,Sweden,2006,0.38
Percentage,Sweden,2007,0.37
Percentage,Sweden,2008,0.35
Percentage,Sweden,2009,0.38
Percentage,Sweden,2010,0.41
Percentage,Sweden,2011,0.32
Percentage,Sweden,2012,0.3
Percentage,Sweden,2013,0.36
Percentage,Sweden,2014,0.34
Percentage,Sweden,2015,0.26
Percentage,Sweden,2016,0.35
Percentage,Sweden,2017,0.31
Percentage,Sweden,2018,0.37
Percentage,Sweden,2019,0.32
Percentage,Sweden,2020,0.29
Percentage,Sweden,2021,0.23
Percentage,Sweden,2022,0.3
Percentage,Slovenia,2000,0.42
Percentage,Slovenia,2001,0.51
Percentage,Slovenia,2002,0.55
Percentage,Slovenia,2003,0.81
Percentage,Slovenia,2004,0.56
Percentage,Slovenia,2005,0.6
Percentage,Slovenia,2006,0.64
Percentage,Slovenia,2007,0.74
Percentage,Slovenia,2008,0.61
Percentage,Slovenia,2009,0.5
Percentage,Slovenia,2010,0.46
Percentage,Slovenia,2011,0.69
Percentage,Slovenia,2012,0.54
Percentage,Slovenia,2013,0.45
Percentage,Slovenia,2014,0.34
Percentage,Slovenia,2015,0.65
Percentage,Slovenia,2016,0.55
Percentage,Slovenia,2017,0.61
Percentage,Slovenia,2018,0.58
Percentage,Slovenia,2019,0.57
Percentage,Slovenia,2020,0.61
Percentage,Slovenia,2021,0.54
Percentage,Slovenia,2022,0.58
Percentage,Slovakia,2000,0.67
Percentage,Slovakia,2001,0.69
Percentage,Slovakia,2002,0.61
Percentage,Slovakia,2003,0.9
Percentage,Slovakia,2004,0.77
Percentage,Slovakia,2005,0.58
Percentage,Slovakia,2006,0.44
Percentage,Slovakia,2007,0.45
Percentage,Slovakia,2008,0.42
Percentage,Slovakia,2009,0.34
Percentage,Slovakia,2010,0.28
Percentage,Slovakia,2011,0.4
Percentage,Slovakia,2012,0.49
Percentage,Slovakia,2013,0.22
Percentage,Slovakia,2014,0.4
Percentage,Slovakia,2015,0.31
Percentage,Slovakia,2016,0.37
Percentage,Slovakia,2017,0.28
Percentage,Slovakia,2018,0.48
Percentage,Slovakia,2019,0.28
Percentage,Slovakia,2020,0.42
Percentage,Slovakia,2021,0.28
Percentage,Slovakia,2022,0.35
Percentage,Türkiye,2000,7.19
Percentage,Türkiye,2001,7.6
Percentage,Türkiye,2002,6.97
Percentage,Türkiye,2003,7.23
Percentage,Türkiye,2004,8.12
Percentage,Türkiye,2005,7.87
Percentage,Türkiye,2006,8.28
Percentage,Türkiye,2007,8.62
Percentage,Türkiye,2008,9.55
Percentage,Türkiye,2009,7.06
Percentage,Türkiye,2010,6.45
Percentage,Türkiye,2011,8.5
Percentage,Türkiye,2012,8.17
Percentage,Türkiye,2013,9.58
Percentage,Türkiye,2014,9.73
Percentage,Türkiye,2015,8.45
