unit,country,year,value
Square kilometre,Cyprus,2004,0.0
Square kilometre,Cyprus,2005,0.0
Square kilometre,Cyprus,2006,50.0
Square kilometre,Cyprus,2007,5.0
Square kilometre,Cyprus,2008,3712.0
Square kilometre,Cyprus,2009,0.0
Square kilometre,Cyprus,2010,0.0
Square kilometre,Cyprus,2011,7.0
Square kilometre,Cyprus,2012,0.0
Square kilometre,Cyprus,2013,0.0
Square kilometre,Cyprus,2014,4437.0
Square kilometre,Cyprus,2015,0.0
Square kilometre,Cyprus,2016,4214.0
Square kilometre,Cyprus,2017,488.0
Square kilometre,Cyprus,2018,593.0
Square kilometre,Cyprus,2019,0.0
Square kilometre,Cyprus,2020,2.0
Square kilometre,Cyprus,2021,573.0
Square kilometre,Cyprus,2022,251.0
Square kilometre,Cyprus,2023,63.0
Square kilometre,Czechia,2000,7910.0
Square kilometre,Czechia,2001,2080.0
Square kilometre,Czechia,2002,2400.0
Square kilometre,Czechia,2003,17145.0
Square kilometre,Czechia,2004,2265.0
Square kilometre,Czechia,2005,9.0
Square kilometre,Czechia,2006,35.0
Square kilometre,Czechia,2007,3575.0
Square kilometre,Czechia,2008,7.0
Square kilometre,Czechia,2009,5.0
Square kilometre,Czechia,2010,2.0
Square kilometre,Czechia,2011,28.0
Square kilometre,Czechia,2012,4356.0
Square kilometre,Czechia,2013,0.0
Square kilometre,Czechia,2014,168.0
Square kilometre,Czechia,2015,4806.0
Square kilometre,Czechia,2016,15.0
Square kilometre,Czechia,2017,3893.0
Square kilometre,Czechia,2018,20717.0
Square kilometre,Czechia,2019,7975.0
Square kilometre,Czechia,2020,1366.0
Square kilometre,Czechia,2021,24.0
Square kilometre,Czechia,2022,4587.0
Square kilometre,Czechia,2023,212.0
Square kilometre,Germany,2000,156.0
Square kilometre,Germany,2001,41.0
Square kilometre,Germany,2002,0.0
Square kilometre,Germany,2003,48367.0
Square kilometre,Germany,2004,1820.0
Square kilometre,Germany,2005,33.0
Square kilometre,Germany,2006,125.0
Square kilometre,Germany,2007,137.0
Square kilometre,Germany,2008,6.0
Square kilometre,Germany,2009,236.0
Square kilometre,Germany,2010,4.0
Square kilometre,Germany,2011,10347.0
Square kilometre,Germany,2012,1384.0
Square kilometre,Germany,2013,6.0
Square kilometre,Germany,2014,795.0
Square kilometre,Germany,2015,5454.0
Square kilometre,Germany,2016,325.0
Square kilometre,Germany,2017,1774.0
Square kilometre,Germany,2018,70421.0
Square kilometre,Germany,2019,62550.0
Square kilometre,Germany,2020,54655.0
Square kilometre,Germany,2021,345.0
Square kilometre,Germany,2022,64136.0
Square kilometre,Germany,2023,813.0
Square kilometre,Denmark,2000,104.0
Square kilometre,Denmark,2001,3.0
Square kilometre,Denmark,2002,0.0
Square kilometre,Denmark,2003,164.0
Square kilometre,Denmark,2004,291.0
Square kilometre,Denmark,2005,185.0
Square kilometre,Denmark,2006,156.0
Square kilometre,Denmark,2007,0.0
Square kilometre,Denmark,2008,577.0
Square kilometre,Denmark,2009,615.0
Square kilometre,Denmark,2010,11.0
Square kilometre,Denmark,2011,85.0
Square kilometre,Denmark,2012,28.0
Square kilometre,Denmark,2013,621.0
Square kilometre,Denmark,2014,42.0
Square kilometre,Denmark,2015,0.0
Square kilometre,Denmark,2016,8.0
Square kilometre,Denmark,2017,4.0
Square kilometre,Denmark,2018,19698.0
Square kilometre,Denmark,2019,1347.0
Square kilometre,Denmark,2020,337.0
Square kilometre,Denmark,2021,513.0
Square kilometre,Denmark,2022,3657.0
Square kilometre,Denmark,2023,733.0
Square kilometre,Estonia,2000,103.0
Square kilometre,Estonia,2001,0.0
Square kilometre,Estonia,2002,4220.0
Square kilometre,Estonia,2003,1221.0
Square kilometre,Estonia,2004,0.0
Square kilometre,Estonia,2005,0.0
Square kilometre,Estonia,2006,31571.0
Square kilometre,Estonia,2007,0.0
Square kilometre,Estonia,2008,0.0
Square kilometre,Estonia,2009,0.0
Square kilometre,Estonia,2010,0.0
Square kilometre,Estonia,2011,0.0
Square kilometre,Estonia,2012,0.0
Square kilometre,Estonia,2013,4.0
Square kilometre,Estonia,2014,1.0
Square kilometre,Estonia,2015,153.0
Square kilometre,Estonia,2016,143.0
Square kilometre,Estonia,2017,165.0
Square kilometre,Estonia,2018,13593.0
Square kilometre,Estonia,2019,3388.0
Square kilometre,Estonia,2020,0.0
Square kilometre,Estonia,2021,3919.0
Square kilometre,Estonia,2022,2044.0
Square kilometre,Estonia,2023,6721.0
Square kilometre,Greece,2000,30841.0
Square kilometre,Greece,2001,15422.0
Square kilometre,Greece,2002,478.0
Square kilometre,Greece,2003,67.0
Square kilometre,Greece,2004,13.0
Square kilometre,Greece,2005,22.0
Square kilometre,Greece,2006,0.0
Square kilometre,Greece,2007,13043.0
Square kilometre,Greece,2008,6888.0
Square kilometre,Greece,2009,165.0
Square kilometre,Greece,2010,1033.0
Square kilometre,Greece,2011,99.0
Square kilometre,Greece,2012,5572.0
Square kilometre,Greece,2013,616.0
Square kilometre,Greece,2014,201.0
Square kilometre,Greece,2015,14.0
Square kilometre,Greece,2016,9335.0
Square kilometre,Greece,2017,5639.0
Square kilometre,Greece,2018,3407.0
Square kilometre,Greece,2019,702.0
Square kilometre,Greece,2020,1670.0
Square kilometre,Greece,2021,8630.0
Square kilometre,Greece,2022,7294.0
Square kilometre,Greece,2023,1987.0
Square kilometre,Spain,2000,17631.0
Square kilometre,Spain,2001,6874.0
Square kilometre,Spain,2002,12161.0
Square kilometre,Spain,2003,5970.0
Square kilometre,Spain,2004,19.0
Square kilometre,Spain,2005,150095.0
Square kilometre,Spain,2006,8673.0
Square kilometre,Spain,2007,851.0
Square kilometre,Spain,2008,4660.0
Square kilometre,Spain,2009,38108.0
Square kilometre,Spain,2010,779.0
Square kilometre,Spain,2011,8221.0
Square kilometre,Spain,2012,156589.0
Square kilometre,Spain,2013,113.0
Square kilometre,Spain,2014,16744.0
Square kilometre,Spain,2015,9365.0
Square kilometre,Spain,2016,22788.0
Square kilometre,Spain,2017,27812.0
Square kilometre,Spain,2018,1801.0
Square kilometre,Spain,2019,29704.0
Square kilometre,Spain,2020,134.0
Square kilometre,Spain,2021,3725.0
Square kilometre,Spain,2022,56776.0
Square kilometre,Spain,2023,34266.0
Square kilometre,European Union - 27 countries (from 2020),2000,182232.2
Square kilometre,European Union - 27 countries (from 2020),2001,97656.2
Square kilometre,European Union - 27 countries (from 2020),2002,109239.4
Square kilometre,European Union - 27 countries (from 2020),2003,387792.6
Square kilometre,European Union - 27 countries (from 2020),2004,17931.0
Square kilometre,European Union - 27 countries (from 2020),2005,225925.1
Square kilometre,European Union - 27 countries (from 2020),2006,127152.2
Square kilometre,European Union - 27 countries (from 2020),2007,71243.7
Square kilometre,European Union - 27 countries (from 2020),2008,35693.5
Square kilometre,European Union - 27 countries (from 2020),2009,69972.1
Square kilometre,European Union - 27 countries (from 2020),2010,21421.8
Square kilometre,European Union - 27 countries (from 2020),2011,102608.0
Square kilometre,European Union - 27 countries (from 2020),2012,376274.6
Square kilometre,European Union - 27 countries (from 2020),2013,7234.5
Square kilometre,European Union - 27 countries (from 2020),2014,32601.5
Square kilometre,European Union - 27 countries (from 2020),2015,102688.2
Square kilometre,European Union - 27 countries (from 2020),2016,64887.0
Square kilometre,European Union - 27 countries (from 2020),2017,155868.7
Square kilometre,European Union - 27 countries (from 2020),2018,272066.9
Square kilometre,European Union - 27 countries (from 2020),2019,304706.1
Square kilometre,European Union - 27 countries (from 2020),2020,200526.1
Square kilometre,European Union - 27 countries (from 2020),2021,110909.9
Square kilometre,European Union - 27 countries (from 2020),2022,648748.6
Square kilometre,European Union - 27 countries (from 2020),2023,143500.3
Square kilometre,Finland,2000,0.0
Square kilometre,Finland,2001,0.0
Square kilometre,Finland,2002,5592.0
Square kilometre,Finland,2003,23512.0
Square kilometre,Finland,2004,127.0
Square kilometre,Finland,2005,21.0
Square kilometre,Finland,2006,37923.0
Square kilometre,Finland,2007,95.0
Square kilometre,Finland,2008,0.0
Square kilometre,Finland,2009,1379.0
Square kilometre,Finland,2010,997.0
Square kilometre,Finland,2011,4687.0
Square kilometre,Finland,2012,26.0
Square kilometre,Finland,2013,265.0
Square kilometre,Finland,2014,2849.0
Square kilometre,Finland,2015,936.0
Square kilometre,Finland,2016,485.0
Square kilometre,Finland,2017,1593.0
Square kilometre,Finland,2018,25981.0
Square kilometre,Finland,2019,20552.0
Square kilometre,Finland,2020,8763.0
Square kilometre,Finland,2021,36498.0
Square kilometre,Finland,2022,4081.0
Square kilometre,Finland,2023,6378.0
Square kilometre,France,2000,69.0
Square kilometre,France,2001,275.0
Square kilometre,France,2002,3420.0
Square kilometre,France,2003,93871.0
Square kilometre,France,2004,1938.0
Square kilometre,France,2005,14731.0
Square kilometre,France,2006,1183.0
Square kilometre,France,2007,1529.0
Square kilometre,France,2008,2939.0
Square kilometre,France,2009,1280.0
Square kilometre,France,2010,6047.0
Square kilometre,France,2011,62740.0
Square kilometre,France,2012,9885.0
Square kilometre,France,2013,0.0
Square kilometre,France,2014,564.0
Square kilometre,France,2015,346.0
Square kilometre,France,2016,2212.0
Square kilometre,France,2017,22530.0
Square kilometre,France,2018,977.0
Square kilometre,France,2019,52533.0
Square kilometre,France,2020,41617.0
Square kilometre,France,2021,1700.0
Square kilometre,France,2022,240140.0
Square kilometre,France,2023,10368.0
Square kilometre,Croatia,2000,6305.0
Square kilometre,Croatia,2001,16.0
Square kilometre,Croatia,2002,60.0
Square kilometre,Croatia,2003,18516.0
Square kilometre,Croatia,2004,0.0
Square kilometre,Croatia,2005,0.0
Square kilometre,Croatia,2006,0.0
Square kilometre,Croatia,2007,224.0
Square kilometre,Croatia,2008,2.0
Square kilometre,Croatia,2009,62.0
Square kilometre,Croatia,2010,0.0
Square kilometre,Croatia,2011,3741.0
Square kilometre,Croatia,2012,18344.0
Square kilometre,Croatia,2013,0.0
Square kilometre,Croatia,2014,2.0
Square kilometre,Croatia,2015,472.0
Square kilometre,Croatia,2016,0.0
Square kilometre,Croatia,2017,4637.0
Square kilometre,Croatia,2018,14.0
Square kilometre,Croatia,2019,37.0
Square kilometre,Croatia,2020,1073.0
Square kilometre,Croatia,2021,1725.0
Square kilometre,Croatia,2022,17779.0
Square kilometre,Croatia,2023,31.0
Square kilometre,Hungary,2000,2338.0
Square kilometre,Hungary,2001,346.0
Square kilometre,Hungary,2002,2545.0
Square kilometre,Hungary,2003,13639.0
Square kilometre,Hungary,2004,0.0
Square kilometre,Hungary,2005,1.0
Square kilometre,Hungary,2006,0.0
Square kilometre,Hungary,2007,3650.0
Square kilometre,Hungary,2008,0.0
Square kilometre,Hungary,2009,103.0
Square kilometre,Hungary,2010,0.0
Square kilometre,Hungary,2011,186.0
Square kilometre,Hungary,2012,39874.0
Square kilometre,Hungary,2013,0.0
Square kilometre,Hungary,2014,260.0
Square kilometre,Hungary,2015,2844.0
Square kilometre,Hungary,2016,0.0
Square kilometre,Hungary,2017,1327.0
Square kilometre,Hungary,2018,0.0
Square kilometre,Hungary,2019,704.0
Square kilometre,Hungary,2020,226.0
Square kilometre,Hungary,2021,1622.0
Square kilometre,Hungary,2022,23897.0
Square kilometre,Hungary,2023,0.0
Square kilometre,Ireland,2000,0.0
Square kilometre,Ireland,2001,1.0
Square kilometre,Ireland,2002,1.0
Square kilometre,Ireland,2003,1123.0
Square kilometre,Ireland,2004,9.0
Square kilometre,Ireland,2005,1.0
Square kilometre,Ireland,2006,188.0
Square kilometre,Ireland,2007,0.0
Square kilometre,Ireland,2008,0.0
Square kilometre,Ireland,2009,2.0
Square kilometre,Ireland,2010,3.0
Square kilometre,Ireland,2011,1.0
Square kilometre,Ireland,2012,1.0
Square kilometre,Ireland,2013,660.0
Square kilometre,Ireland,2014,186.0
Square kilometre,Ireland,2015,0.0
Square kilometre,Ireland,2016,0.0
Square kilometre,Ireland,2017,23.0
Square kilometre,Ireland,2018,987.0
Square kilometre,Ireland,2019,23.0
Square kilometre,Ireland,2020,37.0
Square kilometre,Ireland,2021,241.0
Square kilometre,Ireland,2022,4956.0
Square kilometre,Ireland,2023,0.0
Square kilometre,Iceland,2000,714.0
Square kilometre,Iceland,2001,1.0
Square kilometre,Iceland,2002,35.0
Square kilometre,Iceland,2003,0.0
Square kilometre,Iceland,2004,0.0
Square kilometre,Iceland,2005,55.0
Square kilometre,Iceland,2006,4.0
Square kilometre,Iceland,2007,24.0
Square kilometre,Iceland,2008,42.0
Square kilometre,Iceland,2009,11.0
Square kilometre,Iceland,2010,0.0
Square kilometre,Iceland,2011,68.0
Square kilometre,Iceland,2012,144.0
Square kilometre,Iceland,2013,176.0
Square kilometre,Iceland,2014,136.0
Square kilometre,Iceland,2015,600.0
Square kilometre,Iceland,2016,63.0
Square kilometre,Iceland,2017,1190.0
Square kilometre,Iceland,2018,2872.0
Square kilometre,Iceland,2019,4813.0
Square kilometre,Iceland,2020,226.0
Square kilometre,Iceland,2021,6496.0
Square kilometre,Iceland,2022,812.0
Square kilometre,Iceland,2023,2716.0
Square kilometre,Italy,2000,17617.0
Square kilometre,Italy,2001,14732.0
Square kilometre,Italy,2002,26467.0
Square kilometre,Italy,2003,12427.0
Square kilometre,Italy,2004,726.0
Square kilometre,Italy,2005,1782.0
Square kilometre,Italy,2006,4980.0
Square kilometre,Italy,2007,17228.0
Square kilometre,Italy,2008,12114.0
Square kilometre,Italy,2009,951.0
Square kilometre,Italy,2010,864.0
Square kilometre,Italy,2011,3893.0
Square kilometre,Italy,2012,27877.0
Square kilometre,Italy,2013,590.0
Square kilometre,Italy,2014,663.0
Square kilometre,Italy,2015,2342.0
Square kilometre,Italy,2016,6543.0
Square kilometre,Italy,2017,50081.0
Square kilometre,Italy,2018,2401.0
Square kilometre,Italy,2019,1730.0
Square kilometre,Italy,2020,4729.0
Square kilometre,Italy,2021,11187.0
Square kilometre,Italy,2022,53925.0
Square kilometre,Italy,2023,5432.0
Square kilometre,Liechtenstein,2000,0.0
Square kilometre,Liechtenstein,2001,0.0
Square kilometre,Liechtenstein,2002,0.0
Square kilometre,Liechtenstein,2003,0.0
Square kilometre,Liechtenstein,2004,0.0
Square kilometre,Liechtenstein,2005,0.0
Square kilometre,Liechtenstein,2006,0.0
Square kilometre,Liechtenstein,2007,0.0
Square kilometre,Liechtenstein,2008,0.0
Square kilometre,Liechtenstein,2009,0.0
Square kilometre,Liechtenstein,2010,0.0
Square kilometre,Liechtenstein,2011,8.0
Square kilometre,Liechtenstein,2012,0.0
Square kilometre,Liechtenstein,2013,0.0
Square kilometre,Liechtenstein,2014,0.0
Square kilometre,Liechtenstein,2015,1.0
Square kilometre,Liechtenstein,2016,0.0
Square kilometre,Liechtenstein,2017,10.0
Square kilometre,Liechtenstein,2018,40.0
Square kilometre,Liechtenstein,2019,2.0
Square kilometre,Liechtenstein,2020,4.0
Square kilometre,Liechtenstein,2021,0.0
Square kilometre,Liechtenstein,2022,0.0
Square kilometre,Liechtenstein,2023,0.0
Square kilometre,Lithuania,2000,10.0
Square kilometre,Lithuania,2001,0.0
Square kilometre,Lithuania,2002,14853.0
Square kilometre,Lithuania,2003,2937.0
Square kilometre,Lithuania,2004,0.0
Square kilometre,Lithuania,2005,4.0
Square kilometre,Lithuania,2006,3734.0
Square kilometre,Lithuania,2007,0.0
Square kilometre,Lithuania,2008,839.0
Square kilometre,Lithuania,2009,1003.0
Square kilometre,Lithuania,2010,236.0
Square kilometre,Lithuania,2011,0.0
Square kilometre,Lithuania,2012,16.0
Square kilometre,Lithuania,2013,0.0
Square kilometre,Lithuania,2014,0.0
Square kilometre,Lithuania,2015,643.0
Square kilometre,Lithuania,2016,53.0
Square kilometre,Lithuania,2017,2.0
Square kilometre,Lithuania,2018,9860.0
Square kilometre,Lithuania,2019,31961.0
Square kilometre,Lithuania,2020,2156.0
Square kilometre,Lithuania,2021,1326.0
Square kilometre,Lithuania,2022,14.0
Square kilometre,Lithuania,2023,20378.0
Square kilometre,Luxembourg,2000,0.0
Square kilometre,Luxembourg,2001,0.0
Square kilometre,Luxembourg,2002,0.0
Square kilometre,Luxembourg,2003,0.0
Square kilometre,Luxembourg,2004,0.0
Square kilometre,Luxembourg,2005,0.0
Square kilometre,Luxembourg,2006,0.0
Square kilometre,Luxembourg,2007,0.0
Square kilometre,Luxembourg,2008,0.0
Square kilometre,Luxembourg,2009,0.0
Square kilometre,Luxembourg,2010,0.0
Square kilometre,Luxembourg,2011,582.0
Square kilometre,Luxembourg,2012,0.0
Square kilometre,Luxembourg,2013,0.0
Square kilometre,Luxembourg,2014,0.0
Square kilometre,Luxembourg,2015,0.0
Square kilometre,Luxembourg,2016,0.0
Square kilometre,Luxembourg,2017,185.0
Square kilometre,Luxembourg,2018,332.0
Square kilometre,Luxembourg,2019,441.0
Square kilometre,Luxembourg,2020,1806.0
Square kilometre,Luxembourg,2021,0.0
Square kilometre,Luxembourg,2022,1824.0
Square kilometre,Luxembourg,2023,3.0
Square kilometre,Latvia,2000,551.0
Square kilometre,Latvia,2001,0.0
Square kilometre,Latvia,2002,8855.0
Square kilometre,Latvia,2003,7276.0
Square kilometre,Latvia,2004,2.0
Square kilometre,Latvia,2005,0.0
Square kilometre,Latvia,2006,13925.0
Square kilometre,Latvia,2007,1.0
Square kilometre,Latvia,2008,65.0
Square kilometre,Latvia,2009,2191.0
Square kilometre,Latvia,2010,5215.0
Square kilometre,Latvia,2011,12.0
Square kilometre,Latvia,2012,4.0
Square kilometre,Latvia,2013,43.0
Square kilometre,Latvia,2014,273.0
Square kilometre,Latvia,2015,256.0
Square kilometre,Latvia,2016,559.0
Square kilometre,Latvia,2017,37.0
Square kilometre,Latvia,2018,4649.0
Square kilometre,Latvia,2019,12118.0
Square kilometre,Latvia,2020,1016.0
Square kilometre,Latvia,2021,3053.0
Square kilometre,Latvia,2022,625.0
Square kilometre,Latvia,2023,6778.0
Square kilometre,Montenegro,2000,2058.0
Square kilometre,Montenegro,2001,0.0
Square kilometre,Montenegro,2002,0.0
Square kilometre,Montenegro,2003,1050.0
Square kilometre,Montenegro,2004,0.0
Square kilometre,Montenegro,2005,0.0
Square kilometre,Montenegro,2006,0.0
Square kilometre,Montenegro,2007,24.0
Square kilometre,Montenegro,2008,0.0
Square kilometre,Montenegro,2009,0.0
Square kilometre,Montenegro,2010,0.0
Square kilometre,Montenegro,2011,483.0
Square kilometre,Montenegro,2012,4274.0
Square kilometre,Montenegro,2013,1.0
Square kilometre,Montenegro,2014,0.0
Square kilometre,Montenegro,2015,447.0
Square kilometre,Montenegro,2016,0.0
Square kilometre,Montenegro,2017,1236.0
Square kilometre,Montenegro,2018,6.0
Square kilometre,Montenegro,2019,21.0
Square kilometre,Montenegro,2020,136.0
Square kilometre,Montenegro,2021,2692.0
Square kilometre,Montenegro,2022,3576.0
Square kilometre,Montenegro,2023,4.0
Square kilometre,North Macedonia,2000,8552.0
Square kilometre,North Macedonia,2001,9126.0
Square kilometre,North Macedonia,2002,214.0
Square kilometre,North Macedonia,2003,42.0
Square kilometre,North Macedonia,2004,0.0
Square kilometre,North Macedonia,2005,0.0
Square kilometre,North Macedonia,2006,0.0
Square kilometre,North Macedonia,2007,907.0
Square kilometre,North Macedonia,2008,0.0
Square kilometre,North Macedonia,2009,0.0
Square kilometre,North Macedonia,2010,0.0
Square kilometre,North Macedonia,2011,1.0
Square kilometre,North Macedonia,2012,745.0
Square kilometre,North Macedonia,2013,0.0
Square kilometre,North Macedonia,2014,0.0
Square kilometre,North Macedonia,2015,0.0
Square kilometre,North Macedonia,2016,0.0
Square kilometre,North Macedonia,2017,8268.0
Square kilometre,North Macedonia,2018,0.0
Square kilometre,North Macedonia,2019,533.0
Square kilometre,North Macedonia,2020,0.0
Square kilometre,North Macedonia,2021,2697.0
Square kilometre,North Macedonia,2022,720.0
Square kilometre,North Macedonia,2023,0.0
Square kilometre,Malta,2000,0.0
Square kilometre,Malta,2001,0.0
Square kilometre,Malta,2002,5.0
Square kilometre,Malta,2003,0.0
Square kilometre,Malta,2004,0.0
Square kilometre,Malta,2005,0.0
Square kilometre,Malta,2006,0.0
Square kilometre,Malta,2007,0.0
Square kilometre,Malta,2008,0.0
Square kilometre,Malta,2009,0.0
Square kilometre,Malta,2010,106.0
Square kilometre,Malta,2011,0.0
Square kilometre,Malta,2012,0.0
Square kilometre,Malta,2013,61.0
Square kilometre,Malta,2014,0.0
Square kilometre,Malta,2015,0.0
Square kilometre,Malta,2016,212.0
Square kilometre,Malta,2017,0.0
Square kilometre,Malta,2018,49.0
Square kilometre,Malta,2019,0.0
Square kilometre,Malta,2020,0.0
Square kilometre,Malta,2021,1.0
Square kilometre,Malta,2022,0.0
Square kilometre,Malta,2023,0.0
Square kilometre,Netherlands,2000,0.0
Square kilometre,Netherlands,2001,0.0
Square kilometre,Netherlands,2002,0.0
Square kilometre,Netherlands,2003,18.0
Square kilometre,Netherlands,2004,1.0
Square kilometre,Netherlands,2005,0.0
Square kilometre,Netherlands,2006,0.0
Square kilometre,Netherlands,2007,0.0
Square kilometre,Netherlands,2008,0.0
Square kilometre,Netherlands,2009,0.0
Square kilometre,Netherlands,2010,0.0
Square kilometre,Netherlands,2011,2.0
Square kilometre,Netherlands,2012,0.0
Square kilometre,Netherlands,2013,0.0
Square kilometre,Netherlands,2014,4.0
Square kilometre,Netherlands,2015,0.0
Square kilometre,Netherlands,2016,1.0
Square kilometre,Netherlands,2017,25.0
Square kilometre,Netherlands,2018,9032.0
Square kilometre,Netherlands,2019,1754.0
Square kilometre,Netherlands,2020,5758.0
Square kilometre,Netherlands,2021,0.0
Square kilometre,Netherlands,2022,6088.0
Square kilometre,Netherlands,2023,0.0
