unit,country,year,value
Percentage,Romania,2023,1.3
Percentage,Sweden,2010,7.2
Percentage,Sweden,2011,7.6
Percentage,Sweden,2012,8.2
Percentage,Sweden,2013,7.2
Percentage,Sweden,2014,6.4
Percentage,Sweden,2015,6.7
Percentage,Sweden,2016,6.9
Percentage,Sweden,2017,6.7
Percentage,Sweden,2018,6.6
Percentage,Sweden,2019,6.4
Percentage,Sweden,2020,6.9
Percentage,Sweden,2021,9.5
Percentage,Sweden,2022,12.1
Percentage,Sweden,2023,9.9
Percentage,Slovenia,2010,5.9
Percentage,Slovenia,2011,7.6
Percentage,Slovenia,2012,9.4
Percentage,Slovenia,2013,9.3
Percentage,Slovenia,2014,8.5
Percentage,Slovenia,2015,8.7
Percentage,Slovenia,2016,8.7
Percentage,Slovenia,2017,9.8
Percentage,Slovenia,2018,10.1
Percentage,Slovenia,2019,10.2
Percentage,Slovenia,2020,9.9
Percentage,Slovenia,2021,8.9
Percentage,Slovenia,2022,8.3
Percentage,Slovenia,2023,8.8
Percentage,Slovakia,2010,5.0
Percentage,Slovakia,2011,4.7
Percentage,Slovakia,2012,4.0
Percentage,Slovakia,2013,4.5
Percentage,Slovakia,2014,4.8
Percentage,Slovakia,2015,5.0
Percentage,Slovakia,2016,5.2
Percentage,Slovakia,2017,4.9
Percentage,Slovakia,2018,4.7
Percentage,Slovakia,2019,8.3
Percentage,Slovakia,2020,10.3
Percentage,Slovakia,2021,10.4
Percentage,Slovakia,2022,11.5
Percentage,Slovakia,2023,10.6
